Text,label
"এমন সোনার সংবিধান সংবিধান কার জন্য দেশের নাগরিকের জন্য, সরকারদলীয় কুকুরেরা যে দর্শন করতেচে সংবিধানে লেখা আছে, লুটপাট দুর্নীতি চাঁদাবাজি এগুলো কি লেখা আছে, ভারতের দালালি পাছাটা লেখা আছে",2
কথা সেটা না কথা হলো এই খবরের মাঝে আপনার ৩২ দাঁত বের করা ছবির মানে কি ?,1
"২৬ শে মার্চে বাংলাদেশে আসতেছে, আওয়ামীলীগের দুলাভাই আমাদের চুদির ভাই বাংলার রক্তপিপাসু নরেন্দ্র মুদী।",2
কুত্তার লেজ কখনো সোজা হয়না,2
জনগণের ভোটে যদি নির্বাচিত হত আওয়ামীলীগ তাহলে এসব বলত না ।,1
ছি ছিছি ছি তোরা ছাত্রলীগ নামের কলংক। তোদের জন্ম জারজ এর ঘরে।,2
ধর্ষকরা তো সরকারেরই অংশ,1
জন্তুলীগের কেন্দ্রীয় কমিটির চরম দালাল,1
তাইলে কতো সালে মুজিবের সাথে হাসিনার বিবাহ হয়ে ছিলো তাপ্রকাশ করলে ভালো হবে ৷ তাই আমরা হাসিনা ও শেখ মুজিবের বিবাহ বার্ষিকী পালন করতে পারবো,1
অবৈধ সরকারের দালাল সবগুলি চ্যানেলই বয়কট করা উচিত ।,1
"তুমি কিছুই কর নাই তুমিত পেরেস্তা, তুমার পিতা আওয়ামিলীগের পিতা হলেও তুমি কিন্তু আওয়ামিলীগের মা, তুমি কওমী জননী, বাংলাদেশের লক্ষ লক্ষ সোনার ছেলেদের যাদের মধ্যে রয়েছে দুর্নীতিবাজ, চুর, ডাকাত, খুনি, পাঁপীয়ার মত পতিতা, ধর্ষক ইত্যাদি তুমিতো এগুলো সবার মা। তুমিত আবার আইরন লেডি। তুমি কিভাবে অন্যায় করতে পারো আমার মাথায় আসে না।",2
"আমি প্রায় কমেন্ট করে থাকি আর সেটা হলো, বাংলাদেশে যত সন্ত্রাসী আছে, তার মধ্যে সব চাইতে বড় সন্ত্রাসী হলো রাষ্টীয় পুলিশ সন্ত্রাসী।",1
"এদের চেয়ে পতিতা মনে হয় ভাল, কারণ এরা ছাত্রী লীগ, সবাই ধর্শন কারী, কেউ নারী ধর্শন করে, কেউ পরুস ধর্শন করে",2
এদের কে কি বলবেন এরাতো ভারতের দালাল নিজের দেশে শান্তি নাই উপমহাদেশের চিন্তা জারজ সন্তান বললে কম হবে,1
"এই স্বরাষ্ট মন্ত্রী, নেশা করে, পাগলের মত কথা বলে, যা মেনে নেওয়ার মত নয়।",1
এত এতদিন শুনেছি ছাত্রলীগ এখন তো শুনছি অস্ত্র লিগ,1
এই চেতনা বাজ কুলংকার রা তাদের চুলকানি এখন আর হয়না।এদেরকে যেখানে পান জুতাপিটা করেন।এরা এইদেশে নৈরাইজ্য করে দেশটাকে ভারতের গোলাম বানিয়ে রাখতে চায়।,2
আমরা হয়তো কখনো শুনতে পরবো শেখ হাছিনা কে ধর্ষণ করেছে ছাত্রলীগ,1
"খালেদা জিয়ার আমল বলেতে ছিল হত্যা গুম চুরি ব্যাংক লুট ছাড়া আর কিছু নাই বললে চলে।বাংলাদেশের রাজনীতিতে রাজাকার, যুদ্ধাপরাধী, আগুনসন্ত্রাসীসহ অপশক্তি টেনে আনা ও হত্যা-খুন-সাম্প্রদায়িকতাসহ সব অপকর্মের রাজনীতির হোতা জিয়া-খালেদা-বিএনপি।ক্ষমতায় থেকে বেগম খালেদা জিয়া দেশকে কিছু দিতে পারেনি ছেলেকে দিয়ে ধ্বংস করেছে।কোন মুখে এত বড় বড় কথা বলেন আপনাদের লজ্জা করে না।",1
বাকশালীয় রক্ষী বাহিনীর ডিজিটাল সংস্করণ।আওয়ামী শাষকের একেকটা বর্বর সেনাপতি,1
ছাত্রলীগ নাম পরিবর্তন করে ধর্ষণলীগ দেওয়া হউক,2
হ্যাঁ অবশ্যই।বর্তমান সরকারের সকল নেতারা কোননা কোনো ভাবে ধর্ষণের অপরাধ এর সাথে সম্পৃক্ত।,1
"ইহারা চেতনার আওয়ামী পিচাশ।রাম রাজ্যের দাস ।লগি-বইঠা, ধষ´ণেহাতুড়ি-দা সন্ত্রাসেভুলিয়ে দিবে ওরা মুজিব জাতির বাজান।যপিবে যবন,হরি -রাম।গান্ধীর জয়গান।",1
শালা হাসিনা ও মোদির গোলাম এখন ও বেঁচে আছে,2
মাননীয় ইস্পিকার আওয়ামীলীগের গোলাম,1
বাংলাদেশের স্বৈরতন্ত্র সরকার পতন চাই,2
যত তিন নম্বর শ্রেনীর ঝগড়াটে লোক মিলিয়ে বিএনপি জামাত গঠিত।,1
বিএনপি-জামাতের মূর্খতার কোন শেষ নাই,1
বিএনপি জামাতের সন্ত্রাসীদের যুগে এই দেশ একটি ফকির দেশ ছিল,1
আওয়ামীলীগের কোন লজ্জা নেই।,1
প্রাইম মিনিস্টার কে মানসিকভাবে ভারসাম্য মনে হচ্ছে,1
আওয়ামী লীগ জারত সন্ত কুঁতা বাঁচা ভোট চোর সরকার,2
মাননীয় ইসপিকার হচ্ছে বাংলাদেশের অবৈধ সরকার আওয়ামীলীগের কেনা গোলাম,1
মাননীয় পুন্দানমন্ত্রী,2
কুকুরের লজ্জা আছে নেতাদের নাই।,1
শরম লজ্জা নাই তাই আওয়ামী লীগের সঙ্গে নির্বাচন করতে যায়,1
সাবাসবিএনপিঠিক,0
আওযামিলীগের অপর নাম সনত্রাস আর কুততালীগ এই কুততালীগের এমপি তুমিও তাহলে তুমি যতই ভালকাজ কর এইটা জনগণ বিশশাস করবে না,1
হাছিনা রাতের পধান মনতিরি তুমিও রাতের এমপি তাহলে রাতের এমপি হইযা কি কাজ করিবে সেইটা জনগণ ভাল জানে।,1
এক জন মুক্তি যোধধা আমার জানা মতে এখন কোন ভাল মানুষ আওযামিলীগ করে না এখন যারা আওযামিলীগ করে তাদের মধৌ ভাল মানুষ পাবেন না।,1
আমি মাশরাপিকে বলতেছাই যেমন কথায আছে চোরের সাথে হাটিলে সেইও চোর হয তুমি হইছ সৈরাছার সরকারের এমপি তুমি যতই ভাল কাজ কর তোমাকে ও জনগণ সৈরাছারের এম পি বলিবে আর সৈরাছারের কাছে ভাল কিছু আশা করা যায না,1
কাউয়া কাদের করোনার চেয়ে শক্তি শালী আর কোন ডাক্তার নার্স লাগবেনা সে আললাহকে বিশ্বাস করেনা সে এত শক্তি শালী,1
হাছিনা সরকার কে নিরমুল কর আর দেশ ও দেশের মানুষ কে বাঁচাও,2
পুলিশকে গণ পিটানো দেন তাহলে ঠিক হয়ে জাবে ইনশাআল্লাহ,2
এক দিকে বিপি নুর আরেক দিকে ইসরাক হাছিনা টেলা সামলাউ,1
পুলিশকে পিঠাও,2
পুলিশ পিটাও দেশ বাঁচান,2
পিটান।কুতালিগ।বিএনপি।।ভাইরা,2
জাগরে জাগ জাতীয়বাদী ছাত্র দল জাগ তারেক জিয়া দিছেন ডাক বসে থাকার সময় নাই,2
বীর মুক্তিযোদ্ধা বিএনপির,0
কুওাপুলিশ আর। জরমো নানেয়,2
বিএনপি।এগিয়ে। যায় ও,0
হাছিনার কপালে এবার জুতো খুলে মারবে দেশের 17 কোটি মানুষ,2
"সকাল থেকে লাইভে দেখেছি বি, এন, পির এজেনদের মেরে বের করে দিচ্ছে",1
আওয়ামী লীগ মানে মিথ্যা কথা বলা আওয়ামী লীগ মানে চুরি করা এরা কি? সবাই একই লোকে জর্ম দিয়াছে।,1
খালেদা নির্দোষ সরকআর,0
বিএনপি লেজ কাটা শিয়াল,1
সরকারের চামচামি করে। শত ধিক্কার জানাই জ ই মামুনের মত সকল শয়তান সাংবাদিক কে। যাদের নজর উদ্ধ মুখী হয়ে গেছে।,1
"সরকারের কাছে এটায় আবেদন যে,করোনা নয় ছাত্রলীগ ও আপনার খমতা বেচে খাওয়া লোকদের থেকে জনগনকে বাচান।আল্লাহ জালীমদের হাত থেকে জনগনকে বাচাও।আমীন",2
আগে আমি বঙ্গবন্ধুর দলকে ভালোবাসতাম এখন ঘৃণা লাগে যখন দেখি সরকারি হাসপাতাল থেকে শুরু করে সকল সরকারি পতিষঠানে দলিয় লোক নিয়োগ দিয়েছে আর তারা দলিয় খমতার বলে খমতার অপব্যবহার করে দৃরনিতি করে তারাই দরনিতির বীজ রোপন করে তাহলে কিভাবে তারা দূরনিতি মুক্ত করবে,1
অবহিত শেখ হাসিনা কতো কিছু করবে কতো সপনো দেখে এক দিন সব সেষ হয়ে জাবে সেই দিন ছামনে পাপের ফল পাবে,1
আল্লাহ গজব আসবে আওয়ামিলী করোনাভাইরাস দরবে আল্লাহ গজব,2
"ওরা আওয়ামীলীগ নয়, ওরা নাস্তিকলীগ",1
এই দেশে সরকারি লোক কোন অপরাদ করলে তার কোন বিচার হয় না কেন তারা কি অইনের উদেদ তাদের কে সাময়িক পততেহার করে না কেন,1
ছি ছি হাছিনা। সন্ত্রাসী আর তোমার মাঝে পাথিক্য কি।,1
হাসিনা দুসি সাইদি দুসিনাহ,2
বিশ লাখ মরলে সরকার বলবে দুই হাজার। দুই হাজার মরলে সরকার বলবে বিশ জন মরছে।পাচশত মরলে সরকার বলবে পাচ জন মরছে। এই হল আমাদের দেশের সরকার।,1
আওয়ামিলিগ সরকারের ছাপাবাজি আরও গলাবাজি হচ্ছে তাদের পুঁজি আমরা দেশবাসী হতাশ মর্মাহত,1
আমলিগের নিতারা বোলছে আমরা জনগোনের পাশে থাকবো এটা মিথা কথা তারা গরিবের চাউল ডাল চুরি করার বেস্তো আছে,1
ওবায়দুল সেতুমন্ত্রী সত্য কথা বলে না তিনি তাহলে মিথ্যাবাদী আমরা চাই করোনাভাইরাস ওবায়দুল কাদেরকে আক্রমণ করুক,2
সাউয়ার খবর কয় মিছামিছি সরকারের নামে দায় দেন কেনো,1
বাংলাদেশে কোন সরকার বলতে কিছু আছে নাকি?,1
কাদের কাউয়া,1
সরকার দলের লোকদের পেট ভরলেই চলবে তাহলে তারা অসহায় মানুষ থেকে চাদা নিবে না।,1
আমলীগ নেতারা চুরি করে একবছরে লাখ লাখ টাকা মালিক,1
কুওার। বাচছা পুলিশে জনগনকে নিরজাতন করবে সেই। সমচতো কুওার বাচছা পুলিশগো ছবি তুলে রাখবেন।,2
সরকারের কোনো দোশ নেই দোশ হলো সাংবাদিকদের কারন সাংবাদিকরা সরকারকে ভয় পায় সে কারনে সটিক খবর প্রচার করেনা জনগনের কাছে,1
"এই সরকার  একটা  মিথ্যা বাদী। এই সরকার  আমরা চাই  না।।
",2
দেশের প্রধানের কিয়ামতের ময়দানে আল্লাহ তায়ালার সামনে বিচারের কাঠ গড়ায় দাড়িয়ে কঠিন জবাবের সম্মুখিন হতে হবে তাঁর যে কনো কৃত কর্মের৷,1
বুবু লীগ এবং তার দলের এমপি মন্ত্রীর ও নেতা কর্মীরা বেশির ভাগই জালিম ফাঁসিক কুলাঙ্গার তারা অমানুষ,1
সরকারের নেতারা চুরি নিয়ে ভেস্তো তারা জনগণের পাশে কি ভাবে থাকবে,1
পুলিশ ছারা মাঠে নামুক এক দিন টিকতে পারব না শেখ হাছিনা,2
এই আওয়ামীলীগের নেতাকর্মীরা জনগণনের এান লোট করে,1
ছি ছি ছি৷ হাসিন লজ্জায় বাচিনা৷ চোরের নৌকা৷ আওয়ামিলীক৷ চোর।চোর গরিবের খাবার চোর কাদিরকে জুতা দিয়ে পিটা,2
হাসিনার মিথ্যাচার মরার আগ প্রযন্ত যাবে না।,2
আওয়ামী লীগ সরকার মানি চোর,1
এই সরকার চাইনা আমরা এসরকারের ফাঁসি চাই,2
সরকার মিথ্যা বলে তার মনএী রা ওমিথ্যাবাদী কেন এত লুকোতুরি জনগনের কাছে জানতে চাই ওবায়দুল কাদের আসল মিথ্যাবাদী তাকে কেউ বিশাস করেনা,1
করোনার ভায়ে আন্যায়কারী শেখ হাছিনা তাকে মুক্তিদিয়েছে।,1
আওয়ামী লীগ চায় তারা নিজেরাই বেচে থাকবে অন্য রা হয়তো জেলে মরবে না হয়তো করোনায় মরবে এটায় আওয়ামী লিগের কাম্য,1
কাদির তো করোনার চাইতে ভয়ংকর,1
এমোন কুদরুত জদি আল্লাহ দেখাতো গুম থেকে জেগে জদি সুনতাম হাসিনা করুনায় আক্রান্ত হয়ে মারাগেছে এই দুরবোগএরসমায় বাংলা জাতি ইদএরচেও বেসি খুসি হোত বোলতো লোকে একটা পিসাষনি মারা গেছে,2
বি এমপি রাজাকার কোনদিন বাঁচতে পারবেনা কারণ হল ওঁদের ইমান নেই এদের মনের বিদরে ইমানের সট আছে,1
সরকার তো পতি মিনিটে মিচা কথা বলচে মিচা কথার গোডেন সরকার,1
সরকার মানুষকে বিনা চিকিৎসাই মাড়ার চেষ্টা করছে।,1
100 টা খূন করলেও সমস্যা নাই। আওয়ামীলীগ হলে সব গুনাহ মাফ। রাওয়াহোল আক্কাসের গ্যারেজ।,1
ওবায়দুল কাদেরের এতো চুলকানি কেন?,1
মোদি কে বাংলা দেশে আনতে নেতা পাগল হয়ে গিয়ে চিলো তাই করোনার কথা ভুলে গিয়ে চিলো,1
সোরকার আবার কি গয়া মারলো হাসিনা সোরকার আসে বলে আজো বাছে আসিস নামাজ পরিসনা খালি সোরকারের দোস তাইনা মাদার চোদ,2
এই হাসিনার জন্য বাংলা দেশে কোরোনা বাইরাস,1
আওয়ামীলীগ বাংলাদেশ তোদের চায় না তোরা  পাকিস্তানে চলে যা,2
বিএনপি চা য় ত্রাণ সরবরাহের নামে দেশে নৈরাজ্য সৃষ্টি করতে,1
সরকারের মুখ ভরা শুধু চাপাবাজী।,1
মিথ্যা বাদী আওয়ামীলীগ অন্য দলকে দোষারোপ করে,1
সম‍য় টিভি আওমিলিগ,1
"সেনাবাহিনী দিয়ে ত্রাণ দিলে দলীয় চোরেরা সুবিধা করতে পারবে না, তাই প্রধানমন্ত্রী দিতে নারাজ",1
সত্যিই বাংলাদেশের কোনো উন্নয়ন হয়নি। সরকারের পদত্যাগ করা দরকার,1
"ভাই চাল চোররা তথা আওয়ামীদের যোগ দিতে বোলবেননা । কারণ কোরনাত যেমন মরন ভয় ,তেমনি আওয়ামীতে আছে চোরের ভয়",1
শহরের পরিস্থিতি দেখলে ভয় পাব শহরের পরিস্থিতি যেসব কমিশনার আছে তারা চোর তারা আওয়ামী লীগের পান্ডা এবং চোর তারা কি করে আসলে তারা চাঁদাবাজি রাহাজানি ছিনতাই কারী এবং মাদক ব্যবসা,1
অযগ্য স্বাস্থ্য মন্ত্রী দেশটাকে ধংসের দিকে নিয়ে যাচ্ছে। এই স্বাস্থ্য মন্ত্রীর পদত্যাগ দেয়া দরকার।,2
স্বাস্থ্যমন্ত্রী ও তার ঘনিষ্ঠ ঠিকাদারদের কে 10 দিনের রিমান্ডে নেয়া হোক,2
চোর ডাকাতের ভয় নেই পাশে আছে আওয়ামীলীগ,1
মুজিব বর্ষ চাউল চোর বর্ষ,2
চাউল চুরি করা সেশ তাই এখন ধান কেটে জনগনের কাছে ভাল থাকতে চায় আ লিগের নেতারা,1
আওয়ামী লীগ নেতারা জানে পাস করতে নেতা হইতে ভোট লাগে না,1
"মাথায় যাদের চুরির কিট কিলবিল করে, তাদের নিয়ে জনসেবা!! কিছুই করবেনা, এ সরকার।",1
আওয়ামী লীগের নেতা সবাই বেস্ত চাল চুরি নিয়ে করোনা ভাইরাস নিয়ে সরকার তেমন কোন ভুমিকা রাখে নি,1
তথ‍্য মিথ‍্য‍্যক আবাল জালেম মন্ত্রী কে বলছি সাবধান হও আল্লাকে ভয কর,2
পুলিশের সাহসে এসব চুরি হয় ত্রান কারন পুলিস আওমিলিগ এক জিনিস,1
"তারেক চোর, হাসিনাও চোর। যারা এদের চামচামি করে তারাও চোর",2
তারেক পাগল হয়ে গেছে তাই যা মাথায় আচ্ছে তাই বলছে,1
শেখ হাসিনা কত্তার বাচ্চা চুরি করে আর বিএনপি কে ফাঁসিয়ে দেয়। চুর হারামজাদি।,2
পাদ্মা সেতু ১৫০ কোটি টাকা মাইরা দিসে শালা কাদের সাহের,2
তারেক ভাই তুমি এগিয়ে চলো ..তুমি পারবে এই আওয়ামীলিগ চরের হাত থেকে বাংলাদেশকে রক্ষা করতে...আমি ভালোবাসি বি এন পি,1
অবৈধ সরকারকে উৎখাত করতেই হবে। ধন্যবাদ তারেক ভাই।,2
"খাম্বা"" তারেকের কি এখনও লজ্জা হয় না? খাম্বা টাইটেল কি তারেকের নামের পূর্বে এমনি এমনি বসেছে??",1
অবৈধ সরকার নিরর্জাতন থেকে বাচতে চাই।,2
তারেক ছাগল,2
সাবাস আমাদের আগামি দিনের বাংলাদেশের রাষ্ট্রনায়ক জনাব তারেক রহমান আপনাকে হাজার হাজার সেলাম অবৈধ সরকারের সব দুনিতি ও কৃতি করম তুলার জন্যে,1
"বিএনপির উচিত, বিএনপিকে বাতিল ঘোষণা করে নুরে পীছে রাজনীতি করা উচিত।",1
"বিচারকের নামে অযোগ্য, অপদার্থ, অশিক্ষিত এবং নীতিনৈতিকতাহীন দুশ্চরিত্রবান, দলিয় কিছু গুন্ডাপান্ডাকে বসিয়ে সমস্ত বিচারবিভাগকে অমানবিকভাবে ধর্ষণ করানো হয়েছে গত বারোটা বছর ধরে!",1
"পুলিশ নামের দেশদ্রোহী জানোয়ারগুলোকে ধিরে ধিরে এমন অবস্থায় নিয়ে গেছে যেন আর ফিরে আসতে না পারে - অতিরিক্ত সুবিধাভোগী এই পশুগুলোই এখন মরনপণ হয়ে সকল অত্যাচার, অনাচার, খুন, গুম করে পুরা দেশের মানুষকে জিম্মি করে ফেলেছে",1
দেশকে মুক্ত করতে হলে জিহাদ বা পুর্নাঙ্গ আরেকটি মুক্তি যুদ্ধ ছাড়া কোনো উপায় নেই,2
অবৈধ ও স্বৈরশাসক শেখ হাসিনার সরকারের পতন ছাড়া বাংলাদেশের শান্তি ফিরিয়া আসিবে না।,2
ধর্ষণ লীগকে সবাই বয়কট করুন।,2
"হাসিনা,পতোন চাই",2
এই খুনি হাছিনার বিরুদ্ধে সবাই মিলে ঝাঁপিয়ে পড়ুন ভোট চোর খুনি হাছিনা অবৈধ ভাবে ক্ষমতা য় থাকি ভারতের দালালি করে বাংলাদেশে কে লুটে পুটে খেয়ে ধবংশ করে দিয়েছে,2
"দাবি একটাই ,, হটাও হাসিনা বাঁচাও দেশ",2
নূরুল হক নূরুর ডাকে রাজপথে নেমে আসুন রুখে দাঁড়ান ভোট চোর অবৈধ শেখ হাসিনার অবৈধ অসভ্য সন্ত্রাসি আওয়ামীলীগ এর বিরুদ্ধে,2
সব ইসলামি দল নিয়ে একটা জাতীয় ঐক্যর প্রয়োজন। আগে গনতন্ত্র পরে রাজনীতি চর্চা। এই সরকার পতন না হলে দেশে কোনো দলই থাকবে না।,2
"হাসিনাকে ধর্ষণ লীগকে বর্জন করার জন্ন , একতা বদ্য হতে হবে",2
"ভিপি নুর ভাই সালাম নেবেন, আসসালামু আলাইকুম, সকল রাজনৈতিক দল এক হয়ে কাঁধে কাঁধ মিলিয়ে, চোখ কান খোলা রেখে, সকল নেতাকর্মীকে সাথে নিয়ে, অবৈধ সরকারের পতনের ডাক সারাদেশে, হরতাল দেওয়া হোক, জনগণ পাশে থাকবে ইনশাআল্লাহ",2
ভারতের গোলাম হাসিনাকে না বলুল,2
গণতান্ত্রিক সংবিধান চাই। চাপিয়ে দেওয়া আওয়ামী পরিবারতন্ত্রের আইন প্রতিরোধ কর।,2
"এখন জামাত বি, এন,পি ও ইসলামী দল সব ঐক্য হওয়ার দরকার আছে তা না কোন মত হাসিনার পতন হবে না।",2
স্বৈরাচারী ভোট চোর হাসিনার ক্ষমতার অবসান চাই,2
আগে বাম ছাত্রদের থেকে আমাগো বিএনপির রাজনীতি ও আন্দোলন শিখতে হবে। মির্জা ফকরুল ইসলাম আলমগীর ম্যাডাম বোরকা পরে ঠিকই পিছনের দরজা দিয়ে পালাই যাবে,1
"ভিপি নুরু তুমি কার, জামাত-শিবির-রাজাকারের না পাকি-বিএনপির",1
ভিপি নুরুকে এখনও সময় আছে নুরুকে গ্রেফতার করে রিমান্ডে নেওয়া হোক,2
আমি অবৈধ প্রধানমন্ত্রী কে উদ্দেশ্য করে বলছি গুম খুনের রাজনীতি বন্ধ করেন আপনার অবস্থা ভালো হবে না,2
"সরকারপতনের সারাদেশে হরতালের ডাক দেওয়া হোক, সকল রাজনৈতিক দল এক হয়ে সারাদেশে হরতাল ডাক দেওয়া হোক",2
এই অবৈধ সরকারকে এভাবে হুমকি ধমকি দিলে চলবে না সরাসরি অস্ত্র নিয়ে মাঠে নামতে হবে অবৈধ শক্তির সাথে জিহাদ করতে হবে,2
"ধর্ষন লীগ ছাএলীগ যুবলীগ পুলিশ লীগ আওয়ামীলীগ, গুম লীগ, খুনি লীগ, লুটপাট লীগ",2
গণতন্ত্র খুনি ভোট চুর সরকার কে জিবনের জন্য বিদায় করা হক নাইলে দেশের সম্পদ রক্ষা করা যাবে না সব জুলুম বাজের গুহায় চলে যাবে,2
সন্ত্রাসী হাসিনার বিরুদ্ধে একদফার আন্দোলনের ডাক দিন। আমরা সাড়া দিব।,2
করোনা কালিন সময়ে শেখ হাসিনা গার্মেন্টসের শ্রমিকদের ৬০% বেতন দেওয়া অনুমতি দেয়। এর কারন শ্রমিক হচ্চে সাধারণ জনগণ তারা সরকার কে কিছু বলতে পারবেনা। দেশে সাধারন মানুষের কস্ট বুঝার দরকারী বলে মনে করেন না কি তিনি ??,1
এ সরকার বঙ্গবন্ধুর আদর্শএর সাথে বেঈমানী করেছে,1
প্রশাসন কিসের লোভে শেখ হাসিনা কে পাহারা দেয় বুঝিনা।,1
মনে রেখো জনগণ.... আমি মরে গেলেও যেনো হিন্দু শেখ হাসিনা কোনো ভাবেই এই বাংলাদেশ ছেড়ে পালিয়ে চলে যেতে না পারে,2
সরকার পা চাটা গোলাম জা বলার জা করার আমাদেরকেই করতে হবে,2
ছাত্রলীগ ধর্ষক,2
"এ দেশের সবথেকে বড় শত্রু এখন পুলিশ, এদেরকে গুন্ডায় পরিণত করেছে বর্তমান সরকার। এরা হলো সরকারি গুন্ডা।",1
এর জন্য সরকার দায়ী কারন অবৈধ সরকার। এই সরকার পুলিশ কে পাওয়ার দিছে তাই পুলিশ জনগনের তাদের ইচ্ছে মত গুলি করে আর হত্যা করে।,1
বাংলাদেশ এ সরকারের সময়ে ক্রান্তিলগ্ন পার করছে। কারন বিচার ব্যবস্থা নেই বলে।,1
"জোস হয়েছে,, এখন আ লীগ বাদে,পুলিশের বিরুদ্ধে রুখে দাড়াতে হবে,,তা না হলে এসব বর্বর নির্যাতন, হত্যাকান্ড,হয়রানি হতেই থাকবে,,,",2
বেহায়া নির্লজ্জ স্বরাষ্ট্রমন্ত্রীর তোর একটু শরম থাকলে তুই আজকেই পদত্যাগ কর,2
